crawling 307 leaves | page-limit 90 | concurrency 6 | +search sweep

[208/307 leaves] 25665 products | 1001 req (989 pages) | 1563s | 16.43 prod/s | 39.0 prod/req | 12 x429 | rate 0.56/s     
[209/307 leaves] 25665 products | 1002 req (990 pages) | 1564s | 16.41 prod/s | 39.0 prod/req | 12 x429 | rate 0.56/s     
[210/307 leaves] 25805 products | 1009 req (997 pages) | 1577s | 16.36 prod/s | 39.1 prod/req | 12 x429 | rate 0.56/s     
[211/307 leaves] 25889 products | 1014 req (1002 pages) | 1586s | 16.33 prod/s | 39.1 prod/req | 12 x429 | rate 0.56/s     
[212/307 leaves] 25982 products | 1016 req (1004 pages) | 1589s | 16.35 prod/s | 39.2 prod/req | 12 x429 | rate 0.56/s     
[213/307 leaves] 26495 products | 1043 req (1031 pages) | 1633s | 16.22 prod/s | 39.4 prod/req | 12 x429 | rate 0.66/s     
[214/307 leaves] 26822 products | 1060 req (1048 pages) | 1659s | 16.16 prod/s | 39.6 prod/req | 12 x429 | rate 0.66/s     
[215/307 leaves] 26903 products | 1065 req (1053 pages) | 1667s | 16.14 prod/s | 39.6 prod/req | 12 x429 | rate 0.66/s     
[216/307 leaves] 27066 products | 1069 req (1057 pages) | 1673s | 16.18 prod/s | 39.7 prod/req | 12 x429 | rate 0.71/s     
[217/307 leaves] 27243 products | 1079 req (1067 pages) | 1687s | 16.15 prod/s | 39.8 prod/req | 12 x429 | rate 0.71/s     
[218/307 leaves] 27669 products | 1098 req (1085 pages) | 1720s | 16.09 prod/s | 40.1 prod/req | 13 x429 | rate 0.57/s     
[219/307 leaves] 27766 products | 1107 req (1094 pages) | 1735s | 16.00 prod/s | 40.1 prod/req | 13 x429 | rate 0.61/s     
[220/307 leaves] 27819 products | 1113 req (1100 pages) | 1745s | 15.94 prod/s | 40.2 prod/req | 13 x429 | rate 0.61/s     
[221/307 leaves] 27839 products | 1124 req (1111 pages) | 1763s | 15.79 prod/s | 40.2 prod/req | 13 x429 | rate 0.61/s     
[222/307 leaves] 27839 products | 1127 req (1114 pages) | 1768s | 15.75 prod/s | 40.1 prod/req | 13 x429 | rate 0.61/s     
[223/307 leaves] 27954 products | 1141 req (1128 pages) | 1789s | 15.62 prod/s | 40.1 prod/req | 13 x429 | rate 0.66/s     
[224/307 leaves] 27954 products | 1143 req (1130 pages) | 1792s | 15.60 prod/s | 40.1 prod/req | 13 x429 | rate 0.66/s     
[225/307 leaves] 27954 products | 1144 req (1131 pages) | 1794s | 15.58 prod/s | 40.0 prod/req | 13 x429 | rate 0.66/s     
[226/307 leaves] 28072 products | 1162 req (1149 pages) | 1820s | 15.42 prod/s | 40.1 prod/req | 13 x429 | rate 0.72/s     
[227/307 leaves] 28072 products | 1165 req (1152 pages) | 1824s | 15.39 prod/s | 40.1 prod/req | 13 x429 | rate 0.72/s     
[228/307 leaves] 28072 products | 1172 req (1158 pages) | 1835s | 15.30 prod/s | 40.1 prod/req | 14 x429 | rate 0.57/s     
[229/307 leaves] 28072 products | 1174 req (1160 pages) | 1838s | 15.27 prod/s | 40.1 prod/req | 14 x429 | rate 0.57/s     
[230/307 leaves] 28165 products | 1182 req (1168 pages) | 1852s | 15.20 prod/s | 40.1 prod/req | 14 x429 | rate 0.57/s     
[231/307 leaves] 28195 products | 1189 req (1175 pages) | 1865s | 15.12 prod/s | 40.1 prod/req | 14 x429 | rate 0.57/s     
[232/307 leaves] 28195 products | 1193 req (1179 pages) | 1872s | 15.06 prod/s | 40.1 prod/req | 14 x429 | rate 0.57/s     
[233/307 leaves] 28231 products | 1197 req (1183 pages) | 1878s | 15.03 prod/s | 40.2 prod/req | 14 x429 | rate 0.62/s     
[234/307 leaves] 28231 products | 1199 req (1185 pages) | 1882s | 15.00 prod/s | 40.2 prod/req | 14 x429 | rate 0.62/s     
[235/307 leaves] 28231 products | 1200 req (1186 pages) | 1883s | 14.99 prod/s | 40.1 prod/req | 14 x429 | rate 0.62/s     
[236/307 leaves] 28231 products | 1201 req (1187 pages) | 1885s | 14.98 prod/s | 40.1 prod/req | 14 x429 | rate 0.62/s     
[237/307 leaves] 28293 products | 1205 req (1191 pages) | 1891s | 14.96 prod/s | 40.2 prod/req | 14 x429 | rate 0.62/s     
[238/307 leaves] 28293 products | 1206 req (1192 pages) | 1893s | 14.95 prod/s | 40.2 prod/req | 14 x429 | rate 0.62/s     
[239/307 leaves] 28293 products | 1208 req (1194 pages) | 1896s | 14.92 prod/s | 40.2 prod/req | 14 x429 | rate 0.62/s     
[240/307 leaves] 28293 products | 1210 req (1196 pages) | 1899s | 14.90 prod/s | 40.1 prod/req | 14 x429 | rate 0.62/s     
[241/307 leaves] 28300 products | 1212 req (1198 pages) | 1903s | 14.87 prod/s | 40.1 prod/req | 14 x429 | rate 0.62/s     
[242/307 leaves] 28300 products | 1213 req (1199 pages) | 1904s | 14.86 prod/s | 40.1 prod/req | 14 x429 | rate 0.62/s     
[243/307 leaves] 28300 products | 1214 req (1200 pages) | 1906s | 14.85 prod/s | 40.1 prod/req | 14 x429 | rate 0.62/s     
[244/307 leaves] 28471 products | 1221 req (1207 pages) | 1917s | 14.85 prod/s | 40.2 prod/req | 14 x429 | rate 0.67/s     
[245/307 leaves] 28471 products | 1222 req (1208 pages) | 1919s | 14.84 prod/s | 40.2 prod/req | 14 x429 | rate 0.67/s     
[246/307 leaves] 28471 products | 1224 req (1210 pages) | 1922s | 14.82 prod/s | 40.2 prod/req | 14 x429 | rate 0.67/s     
[247/307 leaves] 28719 products | 1241 req (1227 pages) | 1947s | 14.75 prod/s | 40.4 prod/req | 14 x429 | rate 0.67/s     
[248/307 leaves] 28719 products | 1243 req (1229 pages) | 1950s | 14.73 prod/s | 40.3 prod/req | 14 x429 | rate 0.67/s     
[249/307 leaves] 28732 products | 1250 req (1236 pages) | 1960s | 14.66 prod/s | 40.4 prod/req | 14 x429 | rate 0.72/s     
[250/307 leaves] 28732 products | 1256 req (1242 pages) | 1968s | 14.60 prod/s | 40.3 prod/req | 14 x429 | rate 0.72/s     
[251/307 leaves] 28740 products | 1258 req (1243 pages) | 1972s | 14.58 prod/s | 40.3 prod/req | 15 x429 | rate 0.58/s     
[252/307 leaves] 28740 products | 1260 req (1245 pages) | 1975s | 14.55 prod/s | 40.3 prod/req | 15 x429 | rate 0.58/s     
[253/307 leaves] 28836 products | 1269 req (1254 pages) | 1990s | 14.49 prod/s | 40.4 prod/req | 15 x429 | rate 0.58/s     
[254/307 leaves] 28927 products | 1280 req (1265 pages) | 2009s | 14.40 prod/s | 40.4 prod/req | 15 x429 | rate 0.58/s     
[255/307 leaves] 29065 products | 1292 req (1277 pages) | 2029s | 14.33 prod/s | 40.5 prod/req | 15 x429 | rate 0.62/s     
[256/307 leaves] 29110 products | 1294 req (1279 pages) | 2032s | 14.33 prod/s | 40.5 prod/req | 15 x429 | rate 0.62/s     
[257/307 leaves] 29110 products | 1295 req (1280 pages) | 2034s | 14.31 prod/s | 40.5 prod/req | 15 x429 | rate 0.62/s     
[258/307 leaves] 29110 products | 1296 req (1281 pages) | 2035s | 14.30 prod/s | 40.4 prod/req | 15 x429 | rate 0.62/s     
[259/307 leaves] 29197 products | 1310 req (1295 pages) | 2058s | 14.19 prod/s | 40.5 prod/req | 15 x429 | rate 0.67/s     
[260/307 leaves] 29198 products | 1312 req (1297 pages) | 2060s | 14.17 prod/s | 40.5 prod/req | 15 x429 | rate 0.67/s     
[261/307 leaves] 29200 products | 1315 req (1300 pages) | 2065s | 14.14 prod/s | 40.5 prod/req | 15 x429 | rate 0.67/s     
[262/307 leaves] 29200 products | 1317 req (1302 pages) | 2068s | 14.12 prod/s | 40.5 prod/req | 15 x429 | rate 0.67/s     
[263/307 leaves] 29234 products | 1321 req (1306 pages) | 2074s | 14.10 prod/s | 40.5 prod/req | 15 x429 | rate 0.67/s     
[264/307 leaves] 29408 products | 1331 req (1316 pages) | 2089s | 14.08 prod/s | 40.6 prod/req | 15 x429 | rate 0.67/s     
[265/307 leaves] 29408 products | 1332 req (1317 pages) | 2090s | 14.07 prod/s | 40.5 prod/req | 15 x429 | rate 0.73/s     
[266/307 leaves] 29408 products | 1335 req (1320 pages) | 2094s | 14.04 prod/s | 40.5 prod/req | 15 x429 | rate 0.73/s     
[267/307 leaves] 29589 products | 1344 req (1328 pages) | 2108s | 14.03 prod/s | 40.6 prod/req | 16 x429 | rate 0.58/s     
[268/307 leaves] 29589 products | 1349 req (1333 pages) | 2117s | 13.98 prod/s | 40.6 prod/req | 16 x429 | rate 0.58/s     
[269/307 leaves] 29589 products | 1350 req (1334 pages) | 2119s | 13.97 prod/s | 40.6 prod/req | 16 x429 | rate 0.58/s     
[270/307 leaves] 29738 products | 1360 req (1344 pages) | 2136s | 13.92 prod/s | 40.6 prod/req | 16 x429 | rate 0.58/s     
[271/307 leaves] 29752 products | 1367 req (1351 pages) | 2147s | 13.85 prod/s | 40.6 prod/req | 16 x429 | rate 0.63/s     
[272/307 leaves] 29869 products | 1384 req (1368 pages) | 2175s | 13.73 prod/s | 40.7 prod/req | 16 x429 | rate 0.63/s     
[273/307 leaves] 29899 products | 1395 req (1379 pages) | 2191s | 13.64 prod/s | 40.7 prod/req | 16 x429 | rate 0.68/s     
[274/307 leaves] 29983 products | 1401 req (1385 pages) | 2200s | 13.63 prod/s | 40.7 prod/req | 16 x429 | rate 0.68/s     
[275/307 leaves] 29986 products | 1407 req (1391 pages) | 2209s | 13.57 prod/s | 40.7 prod/req | 16 x429 | rate 0.68/s     
[276/307 leaves] 29987 products | 1415 req (1399 pages) | 2221s | 13.50 prod/s | 40.7 prod/req | 16 x429 | rate 0.73/s     
[277/307 leaves] 30074 products | 1420 req (1403 pages) | 2228s | 13.50 prod/s | 40.7 prod/req | 17 x429 | rate 0.59/s     
[278/307 leaves] 30074 products | 1421 req (1404 pages) | 2230s | 13.49 prod/s | 40.7 prod/req | 17 x429 | rate 0.59/s     
[279/307 leaves] 30164 products | 1433 req (1416 pages) | 2250s | 13.41 prod/s | 40.8 prod/req | 17 x429 | rate 0.59/s     
[280/307 leaves] 30278 products | 1437 req (1420 pages) | 2257s | 13.42 prod/s | 40.8 prod/req | 17 x429 | rate 0.59/s     
[281/307 leaves] 30280 products | 1444 req (1427 pages) | 2269s | 13.35 prod/s | 40.8 prod/req | 17 x429 | rate 0.63/s     
[282/307 leaves] 30280 products | 1446 req (1429 pages) | 2272s | 13.33 prod/s | 40.8 prod/req | 17 x429 | rate 0.63/s     
[283/307 leaves] 30352 products | 1461 req (1444 pages) | 2296s | 13.22 prod/s | 40.9 prod/req | 17 x429 | rate 0.63/s     
[284/307 leaves] 30352 products | 1465 req (1448 pages) | 2302s | 13.19 prod/s | 40.8 prod/req | 17 x429 | rate 0.63/s     
[285/307 leaves] 30352 products | 1469 req (1452 pages) | 2308s | 13.15 prod/s | 40.8 prod/req | 17 x429 | rate 0.68/s     
[286/307 leaves] 30352 products | 1471 req (1454 pages) | 2311s | 13.13 prod/s | 40.8 prod/req | 17 x429 | rate 0.68/s     
[287/307 leaves] 30363 products | 1473 req (1456 pages) | 2314s | 13.12 prod/s | 40.9 prod/req | 17 x429 | rate 0.68/s     
[288/307 leaves] 30400 products | 1480 req (1463 pages) | 2324s | 13.08 prod/s | 40.9 prod/req | 17 x429 | rate 0.68/s     
[289/307 leaves] 30400 products | 1482 req (1465 pages) | 2327s | 13.06 prod/s | 40.8 prod/req | 17 x429 | rate 0.68/s     
[290/307 leaves] 30400 products | 1483 req (1466 pages) | 2329s | 13.05 prod/s | 40.8 prod/req | 17 x429 | rate 0.68/s     
[291/307 leaves] 30400 products | 1484 req (1467 pages) | 2330s | 13.05 prod/s | 40.8 prod/req | 17 x429 | rate 0.68/s     
[292/307 leaves] 30413 products | 1497 req (1480 pages) | 2349s | 12.95 prod/s | 40.9 prod/req | 17 x429 | rate 0.74/s     
[293/307 leaves] 30413 products | 1498 req (1481 pages) | 2350s | 12.94 prod/s | 40.9 prod/req | 17 x429 | rate 0.74/s     
[294/307 leaves] 30413 products | 1500 req (1482 pages) | 2353s | 12.92 prod/s | 40.8 prod/req | 18 x429 | rate 0.59/s     
[295/307 leaves] 30466 products | 1508 req (1490 pages) | 2367s | 12.87 prod/s | 40.9 prod/req | 18 x429 | rate 0.59/s     
[296/307 leaves] 30472 products | 1515 req (1497 pages) | 2379s | 12.81 prod/s | 40.9 prod/req | 18 x429 | rate 0.59/s     
[297/307 leaves] 30473 products | 1519 req (1501 pages) | 2385s | 12.77 prod/s | 40.9 prod/req | 18 x429 | rate 0.59/s     
[298/307 leaves] 30574 products | 1536 req (1518 pages) | 2413s | 12.67 prod/s | 41.0 prod/req | 18 x429 | rate 0.64/s     
[299/307 leaves] 30585 products | 1543 req (1525 pages) | 2424s | 12.62 prod/s | 41.0 prod/req | 18 x429 | rate 0.64/s     
[300/307 leaves] 30590 products | 1557 req (1539 pages) | 2444s | 12.51 prod/s | 41.0 prod/req | 18 x429 | rate 0.69/s     
[301/307 leaves] 30625 products | 1564 req (1546 pages) | 2455s | 12.48 prod/s | 41.0 prod/req | 18 x429 | rate 0.69/s     
[302/307 leaves] 30668 products | 1592 req (1573 pages) | 2503s | 12.25 prod/s | 41.1 prod/req | 19 x429 | rate 0.55/s     
[303/307 leaves] 30760 products | 1611 req (1592 pages) | 2535s | 12.13 prod/s | 41.1 prod/req | 19 x429 | rate 0.60/s     
[304/307 leaves] 30970 products | 1626 req (1607 pages) | 2560s | 12.10 prod/s | 41.2 prod/req | 19 x429 | rate 0.64/s     
[305/307 leaves] 31143 products | 1637 req (1618 pages) | 2577s | 12.09 prod/s | 41.2 prod/req | 19 x429 | rate 0.64/s     
[306/307 leaves] 31345 products | 1644 req (1625 pages) | 2588s | 12.11 prod/s | 41.2 prod/req | 19 x429 | rate 0.64/s     
[307/307 leaves] 31366 products | 1649 req (1630 pages) | 2595s | 12.09 prod/s | 41.2 prod/req | 19 x429 | rate 0.70/s     

31366 distinct products in blinkit.db   (84 errors, 19 rate-limits)
2595s | 1649 requests | 41.2 products per request | 12.09 products/s
csv -> inventory_delhi.csv
